Year,Player,Tm,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,FantPos,FantPt,VBD,PosRank,OvRank,Height (inches),Weight,Height ft2,Height in2,Hometown,Home state,"town, state",Birth Zip Code,College,College Wins (1999-2013),College Losses (1999-2013),Conference,DOB,Draft Round,Draft Year,Wonderlic,40 Yard,Ten Yd,Arms,Hands,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2006,Quincy Morgan,DEN,29,7,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,174,,73,210,6,1,Dallas,TX,"Dallas, TX",75201,Kansas St.,118,71,Big 12,9/23/1977,2,2001,0,4.48,0,0,0,0,33,0,0,0
2005,David Allen,STL,27,4,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,156,,69,195,5,9,Euless,TX,"Euless, TX",76039,Kansas St.,118,71,Big 12,2/9/1978,0,0,0,4.62,0,0,0,15,31,0,0,0
2012,William Powell,ARI,24,13,1,0,0,0,0,0,59,216,3.66,0,19,132,6.95,0,RB,35,,76,,69,207,#N/A,#N/A,Houston,TX,"Houston, TX",77001,Kansas St.,118,71,Big 12,7/25/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Rock Cartwright,OAK,32,15,0,0,0,0,0,0,4,45,11.25,0,4,24,6,0,RB,7,,121,,67,223,5,8,Conroe,TX,"Conroe, TX",77301,Kansas St.,118,71,Big 12,12/3/1979,7,2002,0,4.47,0,0,0,30,35,116,4.25,7.18
2000,Michael Bishop,NWE,24,8,0,3,9,80,1,1,7,-1,-0.14,0,0,0,,0,QB,5,,62,,74,215,6,1,Galveston,TX,"Galveston, TX",77550,Kansas St.,118,71,Big 12,5/15/1976,0,1999,10,4.85,0,0,0,33,33,113,4.62,7.63
2012,Jeron Mastrud,MIA,25,14,1,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,104,,77,247,#N/A,#N/A,Beaverton,OR,"Beaverton, OR",97005,Kansas St.,118,71,Big 12,9/3/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Shad Meier,NOR,27,1,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,101,,76,255,6,5,St. Louis,MO,"St. Louis, MO",63101,Kansas St.,118,71,Big 12,6/7/1978,3,2001,0,4.85,0,0,0,20,34,113,4.15,7.14
1999,Anthony Lynn,DEN,31,16,0,0,0,0,0,0,2,2,1,0,0,0,,0,RB,,,146,,75,230,#N/A,#N/A,McKinney,TX,"McKinney, TX",75069,Texas Tech,120,70,Big 12,12/21/1968,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Byron Hanspard,ATL,23,12,4,0,0,0,0,0,136,383,2.82,1,10,93,9.3,0,RB,54,,52,,70,198,#N/A,#N/A,Dallas,TX,"Dallas, TX",75201,Texas Tech,120,70,Big 12,1/23/1976,2,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Billy Joe Tolliver,NOR,33,10,7,139,268,1916,7,16,26,142,5.46,3,0,0,,0,QB,111,,28,,73,217,#N/A,#N/A,Dallas,TX,"Dallas, TX",75201,Texas Tech,120,70,Big 12,2/7/1966,2,1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Michael Crabtree,SFO,25,16,16,0,0,0,0,0,1,8,8,0,85,1105,13,9,WR,165,47,14,37,74,215,#N/A,#N/A,Dallas,TX,"Dallas, TX",75201,Texas Tech,120,70,Big 12,8/2/2000,1,2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Bam Morris,KAN,27,12,8,0,0,0,0,0,120,414,3.45,3,7,37,5.29,0,RB,63,,44,,73,244,#N/A,#N/A,Cooper,TX,"Cooper, TX",75432,Texas Tech,120,70,Big 12,1/13/1972,3,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Derek Dorris,NYG,24,6,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,141,,74,206,#N/A,#N/A,Arlington,TX,"Arlington, TX",76001,Texas Tech,120,70,Big 12,12/1/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Carlos Francis,OAK,23,5,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,163,,70,190,5,9,Fort Worth,TX,"Fort Worth, TX",76101,Texas Tech,120,70,Big 12,1/3/1981,4,2004,0,4.33,0,0,0,0,38.5,114,4.06,6.98
2012,Graham Harrell,GNB,27,4,0,2,4,20,0,0,4,-3,-0.75,0,0,0,,0,QB,-2,,71,,74,0,6,2,Brownwood,TX,"Brownwood, TX",76801,Texas Tech,120,70,Big 12,1/0/00,0,0,23,5.07,0,0,0,0,29.5,98,4.56,7.45
2005,Kliff Kingsbury,NYJ,26,1,0,1,2,17,0,0,0,0,,0,0,0,,0,QB,1,,76,,76,231,6,4,San Antonio,TX,"San Antonio, TX",78201,Texas Tech,120,70,Big 12,8/9/1979,6,2003,31,4.77,0,0,0,0,30,101,4.1,6.92
2011,Sammy Morris,DAL,34,3,0,0,0,0,0,0,28,98,3.5,0,5,13,2.6,0,RB,11,,111,,73,220,6,1,San Antonio,TX,"San Antonio, TX",78201,Texas Tech,120,70,Big 12,3/23/1977,5,2000,0,4.65,0,0,0,23,37.5,117,4.21,7.05
2001,Tim Baker,PIT,24,3,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,160,,76,208,#N/A,#N/A,Amarillo,TX,"Amarillo, TX",79101,Texas Tech,120,70,Big 12,10/23/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Baron Batch,PIT,25,12,0,0,0,0,0,0,25,49,1.96,1,4,31,7.75,0,RB,14,,115,,69,200,#N/A,#N/A,Odessa,TX,"Odessa, TX",79760,Texas Tech,120,70,Big 12,7/18/2000,7,2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Danny Amendola,STL,27,11,8,0,0,0,0,0,2,8,4,0,63,666,10.57,3,WR,83,,57,,71,183,#N/A,#N/A,The Woodlands,TX,"The Woodlands, TX",#N/A,Texas Tech,120,70,Big 12,7/1/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Chris Edmonds,CIN,25,4,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,153,,75,250,#N/A,#N/A,Newark,NJ,"Newark, NJ",7101,West Virginia,120,67,Big 12,1/1/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Avon Cobourne,DET,24,7,0,0,0,0,0,0,10,27,2.7,0,4,30,7.5,0,RB,6,,119,,68,205,5,8,Camden,NJ,"Camden, NJ",8101,West Virginia,120,67,Big 12,3/6/1979,0,0,0,4.7,0,0,0,31.5,31.5,112,4.18,7.21
2009,Marc Bulger,STL,32,9,8,140,247,1469,5,6,8,22,2.75,0,0,0,,0,QB,69,,33,,75,0,6,2,Pittsburgh,PA,"Pittsburgh, PA",15201,West Virginia,120,67,Big 12,4/5/1977,6,2000,29,4.97,0,0,0,0,0,100,4.34,7.46
2011,Anthony Becht,KAN,34,10,5,0,0,0,0,0,0,0,,0,3,26,8.67,0,TE,3,,83,,77,272,6,6,Drexel Hill,PA,"Drexel Hill, PA",19026,West Virginia,120,67,Big 12,8/8/1977,1,2000,0,4.78,0,0,0,0,33.5,123,4.08,6.94
2010,Steve Slaton,HOU,24,12,1,0,0,0,0,0,19,93,4.89,0,3,11,3.67,0,RB,10,,100,,70,195,5,9,Levittown,PA,"Levittown, PA",19054,West Virginia,120,67,Big 12,1/4/1986,3,2008,0,4.45,0,0,0,19,33.5,118,0,0
1999,Lovett Purnell,BAL,27,2,0,0,0,0,0,0,0,0,,0,2,10,5,0,TE,1,,85,,75,245,#N/A,#N/A,Seaford,DE,"Seaford, DE",19973,West Virginia,120,67,Big 12,4/7/1972,7,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Jerry Porter,JAX,30,10,6,0,0,0,0,0,0,0,,0,11,181,16.45,1,WR,24,,103,,74,220,#N/A,#N/A,Washington,DC,"Washington, DC",20001,West Virginia,120,67,Big 12,7/14/1978,2,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Tavon Austin,STL,22,13,3,0,1,0,0,0,9,151,16.78,1,40,418,10.45,4,WR,85,,56,,69,174,#N/A,#N/A,Baltimore,MD,"Baltimore, MD",21201,West Virginia,120,67,Big 12,3/15/1991,1,2013,7,4.34,1.45,30,9.125,14,32,120,4.01,0
2012,Owen Schmitt,OAK,27,13,4,0,0,0,0,0,2,1,0.5,0,0,0,,0,RB,,,162,,74,251,6,2,Fairfax,VA,"Fairfax, VA",22030,West Virginia,120,67,Big 12,9/7/2000,5,2008,0,4.73,0,0,0,26,0,0,0,0
2002,James Jett,OAK,32,1,1,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,158,,70,165,#N/A,#N/A,Charles Town,WV,"Charles Town, WV",25414,West Virginia,120,67,Big 12,12/28/1970,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Adrian Murrell,DAL,33,3,0,0,0,0,0,0,28,107,3.82,0,4,32,8,0,RB,14,,100,,71,211,#N/A,#N/A,Fayetteville,NC,"Fayetteville, NC",28301,West Virginia,120,67,Big 12,10/16/1970,5,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Sean Berton,NYG,26,14,0,0,0,0,0,0,0,0,,0,1,3,3,0,TE,,,95,,76,272,6,5,Columbia,SC,"Columbia, SC",29201,West Virginia,120,67,Big 12,10/31/1979,0,0,0,5.02,0,0,0,0,31,107,4.35,7.18
2013,Geno Smith,NYJ,23,16,16,247,443,3046,12,21,72,366,5.08,6,1,13,13,0,QB,194,,20,,75,218,#N/A,#N/A,Lakemont,GA,"Lakemont, GA",30552,West Virginia,120,67,Big 12,1/0/00,2,2013,24,4.58,1.59,32.5,9.25,0,33.5,124,0,0
2006,Kay-Jay Harris,STL,27,7,0,0,0,0,0,0,3,9,3,0,1,10,10,0,RB,2,,141,,73,229,6,1,Tampa,FL,"Tampa, FL",33601,West Virginia,120,67,Big 12,3/27/1979,0,0,0,4.56,0,0,0,0,38,122,4.1,7.22
2012,Corey McIntyre,BUF,33,16,3,0,0,0,0,0,0,0,,0,1,9,9,0,RB,1,,150,,73,245,#N/A,#N/A,Indiantown,FL,"Indiantown, FL",34956,West Virginia,120,67,Big 12,9/1/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Curtis Keaton,NOR,26,6,0,0,0,0,0,0,12,19,1.58,0,0,0,,0,RB,2,,124,,70,220,5,10,Columbus,OH,"Columbus, OH",43085,West Virginia,120,67,Big 12,10/18/1976,4,2000,0,4.41,0,0,0,41.5,41.5,131,3.93,6.82
2012,Will Johnson,PIT,23,16,7,0,0,0,0,0,2,7,3.5,0,15,137,9.13,1,RB,20,,99,,74,238,#N/A,#N/A,Dayton,OH,"Dayton, OH",45400,West Virginia,120,67,Big 12,8/25/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Chris Henry,CIN,23,13,4,0,0,0,0,0,0,0,,0,36,605,16.81,9,WR,115,,32,,76,197,5,11,Belle Chasse,LA,"Belle Chasse, LA",70037,West Virginia,120,67,Big 12,5/17/1983,3,2005,0,4.4,0,0,0,26,36,127,4.16,6.96
2012,Darius Reynaud,TEN,28,16,0,0,0,0,0,0,16,33,2.06,0,5,35,7,0,RB,7,,132,,69,201,5,9,Luling,LA,"Luling, LA",70070,West Virginia,120,67,Big 12,7/19/2000,0,0,0,4.48,0,0,0,20,34.5,130,4.32,6.88
2001,Wes Ours,TEN,24,3,0,0,0,0,0,0,0,0,,0,1,3,3,0,RB,,,134,,73,284,#N/A,#N/A,Christian County,KY,"Christian County, KY",#N/A,West Virginia,120,67,Big 12,12/30/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Josh Boyce,NWE,22,9,3,0,0,0,0,0,0,0,,0,9,121,13.44,0,WR,12,,141,,71,206,#N/A,#N/A,Columbia,SC,"Columbia, SC",29201,TCU,138,49,Big 12,5/6/1991,4,2013,0,4.38,1.56,31.25,9.25,22,34,131,4.1,6.68
2003,Adrian Madise,DEN,23,11,0,0,0,0,0,0,1,10,10,0,2,10,5,0,WR,2,,144,,71,215,6,1,Lancaster,TX,"Lancaster, TX",75134,TCU,138,49,Big 12,3/23/1980,5,2003,0,4.49,0,0,0,32,32,119,4.26,7.32
2003,LaTarence Dunbar,ATL,23,5,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,161,,71,196,5,11,Dallas,TX,"Dallas, TX",75201,TCU,138,49,Big 12,8/15/1980,6,2003,0,4.52,0,0,0,34,34,122,4.35,7.41
2013,Matthew Tucker,PHI,22,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,169,,73,227,#N/A,#N/A,Tyler,TX,"Tyler, TX",75701,TCU,138,49,Big 12,1/0/00,0,0,0,4.55,1.54,30.25,9.25,17,35.5,118,0,0
2002,Cedric James,MIN,23,5,0,0,0,0,0,0,0,0,,0,1,29,29,0,WR,3,,129,,73,199,6,2.25,Fort Worth,TX,"Fort Worth, TX",76101,TCU,138,49,Big 12,3/19/1979,4,2001,0,4.49,0,0,0,43,43,134,0,0
2011,LaDainian Tomlinson,NYJ,32,14,1,0,0,0,0,0,75,280,3.73,1,42,449,10.69,2,RB,91,,39,,12,221,5,10,Rosebud,TX,"Rosebud, TX",76570,TCU,138,49,Big 12,6/23/1979,1,2001,0,4.46,0,0,0,18,40.5,0,4.21,6.84
2000,Jason Tucker,DAL,24,16,7,0,0,0,0,0,4,42,10.5,1,13,126,9.69,0,WR,23,,96,,73,182,#N/A,#N/A,Waco,TX,"Waco, TX",76701,TCU,138,49,Big 12,6/24/1976,0,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Pat Batteaux,SDG,23,5,0,0,0,0,0,0,0,0,,0,3,25,8.33,0,WR,3,,137,,73,195,#N/A,#N/A,Houston,TX,"Houston, TX",77001,TCU,138,49,Big 12,4/18/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Aaron Brown,DET,26,1,0,0,0,0,0,0,1,0,0,0,1,9,9,0,RB,1,,146,,73,196,#N/A,#N/A,Katy,TX,"Katy, TX",77449,TCU,138,49,Big 12,10/10/1985,6,2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Andy Dalton,CIN,26,16,16,363,586,4293,33,20,61,183,3,2,0,0,,0,QB,286,27,6,47,74,215,#N/A,#N/A,Katy,TX,"Katy, TX",77449,TCU,138,49,Big 12,1/0/00,2,2011,29,4.83,0,31.75,9.5,0,29.5,106,4.27,6.93
2003,George Layne,ATL,25,3,0,0,0,0,0,0,1,15,15,0,1,3,3,0,RB,2,,136,,71,250,6,1,Alvin,TX,"Alvin, TX",77511,TCU,138,49,Big 12,10/9/1978,4,2001,0,4.59,0,0,0,32,32,115,4.19,7.08
2012,Jeremy Kerley,NYJ,24,16,7,1,1,42,0,0,5,8,1.6,0,56,827,14.77,2,WR,91,,49,,69,188,#N/A,#N/A,Hutto,TX,"Hutto, TX",78634,TCU,138,49,Big 12,7/6/2000,5,2011,0,4.56,1.58,30,9,16,34.5,120,0,0
2008,Aaron Schobel,BUF,31,5,5,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,92,,76,262,6,4,Columbus,TX,"Columbus, TX",78934,TCU,138,49,Big 12,9/1/1977,2,2001,0,4.75,0,0,0,0,38,119,4.03,7.16
2000,Basil Mitchell,GNB,25,1,0,0,0,0,0,0,2,8,4,0,0,0,,0,RB,1,,137,,70,200,#N/A,#N/A,Pittsburgh,TX,"Pittsburgh, TX",#N/A,TCU,138,49,Big 12,9/7/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Skye Dawson,TAM,23,7,0,0,0,0,0,0,2,15,7.5,0,2,12,6,0,WR,3,,181,,69,183,#N/A,#N/A,0,,"0, ",#N/A,TCU,138,49,Big 12,1/0/00,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Chris Simms,DEN,29,3,1,5,17,23,0,1,3,-4,-1.33,0,0,0,,0,QB,-1,,80,,76,0,6,5,Ridgewood,NJ,"Ridgewood, NJ",7450,Texas,149,45,Big 12,8/29/1980,3,2003,22,4.84,0,0,0,0,31,103,4.21,7.38
2005,Sloan Thomas,TEN,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,162,,74,200,#N/A,#N/A,Clarksville,TN,"Clarksville, TN",37040,Texas,149,45,Big 12,12/22/1981,7,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Priest Holmes,KAN,34,4,2,0,0,0,0,0,46,137,2.98,0,5,17,3.4,0,RB,17,,86,,69,213,#N/A,#N/A,Fort Smith,AR,"Fort Smith, AR",72901,Texas,149,45,Big 12,10/7/1973,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Jonathan Scott,CHI,29,12,7,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,112,,78,310,6,7,Dallas,TX,"Dallas, TX",75201,Texas,149,45,Big 12,11/5/2000,5,2006,0,5.32,0,0,0,0,24.5,101,4.87,7.74
2012,Tony Hills,IND,28,6,1,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,114,,77,305,#N/A,#N/A,Dallas,TX,"Dallas, TX",75201,Texas,149,45,Big 12,10/31/2000,4,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Nate Jones,STL,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,162,,73,195,#N/A,#N/A,Texarkana,TX,"Texarkana, TX",75501,Texas,149,45,Big 12,12/30/1985,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Jermichael Finley,GNB,25,16,14,0,0,0,0,0,0,0,,0,61,667,10.93,2,TE,77,,19,,76,240,6,5,Lufkin,TX,"Lufkin, TX",75901,Texas,149,45,Big 12,8/27/2000,3,2008,0,4.82,0,0,0,20,27.5,117,4.38,7.15
2001,Curtis Jackson,NWE,28,2,0,0,0,0,0,0,0,0,,0,2,16,8,0,WR,2,,143,,70,190,#N/A,#N/A,Fort Worth,TX,"Fort Worth, TX",76101,Texas,149,45,Big 12,9/22/1973,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Kwame Cavil,BUF,21,16,0,0,0,0,0,0,0,0,,0,4,66,16.5,0,WR,7,,122,,74,202,6,2,Waco,TX,"Waco, TX",76701,Texas,149,45,Big 12,5/3/1979,0,0,0,4.54,0,0,0,39.5,39.5,118,0,0
2012,Quan Cosby,JAX,30,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,191,,69,191,5,9,Waco,TX,"Waco, TX",76701,Texas,149,45,Big 12,7/9/2000,0,0,0,4.5,0,30.25,9.25,0,0,0,4.47,7.28
2012,Chris Ogbonnaya,CLE,26,15,1,0,0,0,0,0,8,30,3.75,0,24,187,7.79,0,RB,20,,103,,73,220,6,1,Houston,TX,"Houston, TX",77001,Texas,149,45,Big 12,8/7/2000,7,2009,0,4.57,0,0,0,19,35,111,4.29,6.85
2011,Ahmard Hall,TEN,32,12,7,0,0,0,0,0,6,24,4,0,9,46,5.11,0,RB,7,,120,,12,235,#N/A,#N/A,Galveston,TX,"Galveston, TX",77550,Texas,149,45,Big 12,11/13/1979,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Jamaal Charles,KAN,26,16,15,0,0,0,0,0,285,1509,5.29,5,35,236,6.74,1,RB,205,88,8,14,73,200,5,11,Port Arthur,TX,"Port Arthur, TX",77640,Texas,149,45,Big 12,7/18/2000,3,2008,0,4.38,0,0,0,0,30.5,122,4.22,6.8
1999,Wane McGarity,DAL,23,5,1,0,0,0,0,0,0,0,,0,7,70,10,0,WR,7,,126,,68,197,5,8,San Antonio,TX,"San Antonio, TX",78201,Texas,149,45,Big 12,9/30/1976,4,1999,0,4.5,0,0,0,33,33,114,4.36,7.21
2011,Jordan Shipley,CIN,26,2,0,0,0,0,0,0,0,0,,0,4,14,3.5,0,WR,1,,175,,12,190,#N/A,#N/A,Burnet,TX,"Burnet, TX",78611,Texas,149,45,Big 12,12/23/1985,3,0,0,4.6,0,30.5,9.625,16,36.5,116,0,0
2012,David Thomas,NOR,29,15,7,0,0,0,0,0,0,0,,0,11,86,7.82,4,RB,33,,81,,75,240,6,3,Plainview,TX,"Plainview, TX",79072,Texas,149,45,Big 12,8/27/2000,3,2006,0,4.67,0,0,0,19,37.5,113,4.35,7.07
2013,Marquise Goodwin,BUF,23,12,1,0,0,0,0,0,3,13,4.33,0,17,283,16.65,3,WR,46,,101,,69,183,#N/A,#N/A,Lubbock,TX,"Lubbock, TX",79401,Texas,149,45,Big 12,11/19/1990,3,2013,0,4.27,1.43,31.5,8.625,13,0,132,0,0
2012,Cedric Benson,GNB,30,5,5,0,0,0,0,0,71,248,3.49,1,14,97,6.93,0,RB,41,,70,,71,222,#N/A,#N/A,Midland,TX,"Midland, TX",79701,Texas,149,45,Big 12,8/9/2000,1,2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Bo Scaife,TEN,29,14,13,0,0,0,0,0,0,0,,0,36,318,8.83,4,TE,56,,28,,75,249,6,3,Denver,CO,"Denver, CO",80201,Texas,149,45,Big 12,1/6/1981,6,2005,0,4.75,0,0,0,24,32.5,114,4.14,7.21
2012,Colt McCoy,CLE,26,3,0,9,17,79,1,0,4,15,3.75,0,0,0,,0,QB,9,,52,,74,0,#N/A,#N/A,Hobbs,NM,"Hobbs, NM",88240,Texas,149,45,Big 12,1/0/00,3,2010,25,4.79,0,31,9.375,0,0,114,0,0
2002,Eric Metcalf,GNB,34,1,0,0,0,0,0,0,2,7,3.5,0,0,0,,0,WR,1,,138,,70,188,#N/A,#N/A,Seattle,WA,"Seattle, WA",98101,Texas,149,45,Big 12,1/23/1968,1,1989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Limas Sweed,PIT,25,9,0,0,0,0,0,0,0,0,,0,1,5,5,0,WR,1,,145,,77,220,#N/A,#N/A,Grimes County,TX,"Grimes County, TX",#N/A,Texas,149,45,Big 12,12/25/1984,2,2008,0,4.48,0,0,0,0,35,0,0,0
2012,Tashard Choice,BUF,28,12,0,0,0,0,0,0,47,193,4.11,1,4,9,2.25,0,RB,26,,95,,69,210,5,11,Lovejoy,GA,"Lovejoy, GA",30250,Oklahoma,160,39,Big 12,7/28/2000,4,0,0,4.48,0,0,0,20,34,119,0,6.88
2012,James Hanna,DAL,23,16,2,0,0,0,0,0,0,0,,0,8,86,10.75,0,TE,9,,62,,76,252,#N/A,#N/A,Lakewood,OH,"Lakewood, OH",44107,Oklahoma,160,39,Big 12,9/8/2000,6,2012,0,4.43,0,33.125,9.875,24,36,122,4.11,6.76
2013,Kenny Stills,NOR,21,16,10,0,0,0,0,0,3,10,3.33,0,32,641,20.03,5,WR,95,,48,,73,194,#N/A,#N/A,Eden Prairie,MN,"Eden Prairie, MN",55344,Oklahoma,160,39,Big 12,4/22/1992,5,2013,0,4.38,1.53,30.5,9,16,33.5,124,4.35,0
2012,Donald Stephenson,KAN,24,16,7,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,117,,78,312,#N/A,#N/A,Kansas City,MO,"Kansas City, MO",64101,Oklahoma,160,39,Big 12,11/7/2000,3,2012,0,4.94,0,34.875,9.875,19,35.5,114,4.78,7.52
2000,Jermaine Fazande,SDG,25,13,7,0,0,0,0,0,119,368,3.09,2,16,104,6.5,0,RB,59,,47,,74,255,6,1,Marrero,LA,"Marrero, LA",70072,Oklahoma,160,39,Big 12,1/14/1975,0,1999,0,4.79,0,0,0,31.5,31.5,107,4.7,8.06
2009,Mark Bradley,KAN,27,13,6,1,1,26,0,0,2,20,10,0,24,320,13.33,2,WR,47,,78,,73,201,6,2,Pine Bluff,AR,"Pine Bluff, AR",71601,Oklahoma,160,39,Big 12,1/29/1982,2,2005,0,4.37,1.54,31.375,8.875,0,39.5,128,4.02,6.96
2006,Stephen Alexander,DEN,31,16,14,0,0,0,0,0,0,0,,0,18,160,8.89,2,TE,28,,38,,76,246,#N/A,#N/A,Chickasha,OK,"Chickasha, OK",73018,Oklahoma,160,39,Big 12,11/7/1975,2,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Trent Smith,SFO,26,5,2,0,0,0,0,0,0,0,,0,3,7,2.33,0,TE,1,,93,,77,245,6,5,Norman,OK,"Norman, OK",73019,Oklahoma,160,39,Big 12,9/15/1979,7,2003,0,4.79,0,0,0,16,35.5,118,4.37,7.23
2011,Mossis Madu,TAM,24,9,0,0,0,0,0,0,15,55,3.67,0,10,72,7.2,0,RB,13,,107,,73,197,#N/A,#N/A,Norman,OK,"Norman, OK",73019,Oklahoma,160,39,Big 12,11/4/1987,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Ryan Broyles,DET,24,10,3,0,0,0,0,0,0,0,,0,22,310,14.09,2,WR,43,,93,,70,192,#N/A,#N/A,Norman,OK,"Norman, OK",73019,Oklahoma,160,39,Big 12,7/10/2000,2,2012,0,4.57,0,32.25,9,21,0,0,0,0
2002,James Allen,HOU,27,16,5,1,2,5,1,0,155,519,3.35,0,47,302,6.43,0,RB,88,,40,,70,212,6,3,Wynnewood,OK,"Wynnewood, OK",73098,Oklahoma,160,39,Big 12,3/28/1975,0,0,0,4.62,0,0,0,38,38,126,4.21,7.59
2011,Mark Clayton,STL,29,2,1,0,0,0,0,0,0,0,,0,3,26,8.67,0,WR,3,,169,,12,193,5,11,Oklahoma City,OK,"Oklahoma City, OK",73101,Oklahoma,160,39,Big 12,7/2/1982,1,2005,0,4.41,1.53,30.625,9.125,0,36.5,118,4.07,6.95
2012,Sam Bradford,STL,25,16,16,328,551,3702,21,13,37,127,3.43,1,0,0,,0,QB,231,,16,,76,0,#N/A,#N/A,Oklahoma City,OK,"Oklahoma City, OK",73101,Oklahoma,160,39,Big 12,1/0/00,1,2010,36,4.79,0,34.375,9.5,0,0,0,0,0
